"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Omaha! This is a *huge* open space and it's full of people.  #powertothepolls #womensmarch2018 #womensmarch‚Ä¶ https://t.co/3mR3RQaFfD",FALSE,0,NA,2018-01-20 21:35:34,TRUE,NA,"954829782293843968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwingLeftMW",0,FALSE,FALSE,NA,NA
"2","RT @marcellalaluna: Look at the line to march...it's lit Ì†ΩÌ¥• #womensmarch #WomensMarch2018 #SaturdayMorning https://t.co/gmBntD1oYj",FALSE,0,NA,2018-01-20 21:35:33,FALSE,NA,"954829777214488576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MitchellReardon",535,TRUE,FALSE,NA,NA
"3","RT @USseriously: Great turnout for the Central PA Women‚Äôs March at State College, Pennsylvania. #WomensMarch2018 #WomensMarch #GrabEmByTheM‚Ä¶",FALSE,0,NA,2018-01-20 21:35:26,FALSE,NA,"954829749272145921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MoLulkowski",225,TRUE,FALSE,NA,NA
"4","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829744213839878",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","nochance56",358,TRUE,FALSE,NA,NA
"5","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829742456193024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kmfcounseling22",358,TRUE,FALSE,NA,NA
"6","Love these signs at the #WomensMarch in #Omaha today. #WomensMarch2018 #WomensMarchOMA #inspired https://t.co/lyFOP4tzIa",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829741311307778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_Tak_",0,FALSE,FALSE,NA,NA
"7","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829739012907008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heyuwoman",802,TRUE,FALSE,NA,NA
"8","RT @WeinbergLindsay: We got some Harry Potter fans out here @EmmaWatson #WomensMarch2018 #WomensMarchLA #WomensMarch https://t.co/qfXn9TuXpY",FALSE,0,NA,2018-01-20 21:35:20,FALSE,NA,"954829723938455552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmWatsonPT",13,TRUE,FALSE,NA,NA
"9","RT @brentdawes: Women‚Äôs March outside #Trump #tower in #Vancouver right now. #TrumpTower #WomensMarch2018 #WomensMarch Ì†ΩÌ≥∏ @Koomsby https://t‚Ä¶",FALSE,0,NA,2018-01-20 21:35:13,FALSE,NA,"954829694330966019",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","your_neighbors",72,TRUE,FALSE,NA,NA
"10","BEST SIGN from #WomensMarch2018 Ì†ΩÌ±èÌ†ΩÌ∏Ç
#DonaldTrump

#Trump #TrumpShutdown #shutdown2018 #SchumerShutdown #Schumer‚Ä¶ https://t.co/CSIiP8CaFh",FALSE,0,NA,2018-01-20 21:35:12,TRUE,NA,"954829689729835020",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1alexcam",0,FALSE,FALSE,NA,NA
"11","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:02,FALSE,NA,"954829646427652096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gift2USA",358,TRUE,FALSE,NA,NA
"12","RT @AlterNet: #WomensMarch2018 draws huge #AntiTrump crowds as the government shuts down. #governmentshutdown2018 #womensmarch #secondwomen‚Ä¶",FALSE,0,NA,2018-01-20 21:34:58,FALSE,NA,"954829631412039680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlobalNewsTH",11,TRUE,FALSE,NA,NA
"13","RT @SEIU105: Stronger Together. #WomensMarch2018 #womensmarch #trumpshutdown #protecttps #savechip #dreamactnow #livingwage #copolitics #co‚Ä¶",FALSE,0,NA,2018-01-20 21:34:53,FALSE,NA,"954829610738315264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ProgressNowCO",1,TRUE,FALSE,NA,NA
"14","RT @clumsytraveler: GRAB THEM BY THE BALLOT BOX! 

(Thanks @pepperjelly) 

#womensmarch #womensmarchla #womensmarch2018 #PowerToThePolls #T‚Ä¶",FALSE,0,NA,2018-01-20 21:34:51,FALSE,NA,"954829602416943104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuRelle7807",2,TRUE,FALSE,NA,NA
"15","RT @TopRopeTravis: The future is now! 

#WomensMarch2018 #WomensMarch https://t.co/twbIIMDhK5",FALSE,0,NA,2018-01-20 21:34:48,FALSE,NA,"954829587741138947",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","weIshwitchh",16,TRUE,FALSE,NA,NA
"16","RT @Official_BLM: This is AMAZING !

#WomensMarchDC #WomensMarch2018 #WomensMarch #BlackLivesMatter #BlackWomen #Resist #TheResistance #Res‚Ä¶",FALSE,0,NA,2018-01-20 21:34:43,FALSE,NA,"954829567222480897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swmstn2",33,TRUE,FALSE,NA,NA
"17","RT @kgbaker: #WomensMarch2018 #womensmarch #PowerToThePolls #TrumpShutdown #Kentucky #HearOurVote @AlisonForKY @atticascott

Lexington Kent‚Ä¶",FALSE,0,NA,2018-01-20 21:34:41,FALSE,NA,"954829559672791041",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Taylorcoots",29,TRUE,FALSE,NA,NA
"18","Are women trying to be equal or better? #womensmarch #WomensMarch2018 nyc https://t.co/JVM0BxWHfc",FALSE,0,NA,2018-01-20 21:34:35,FALSE,NA,"954829534016176128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NobleWhisperer",0,FALSE,FALSE,NA,NA
"19","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:33,FALSE,NA,"954829525568847872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyaMagdyRR",7,TRUE,FALSE,NA,NA
"20","RT @randomgirlx107: #WomensMarch2018 #WomensMarchDC #WomensMarch #AntiAbortion #SaturdayMorning #SaturdayMotivation #FollowBackResistance #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829519030022144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirp24",25,TRUE,FALSE,NA,NA
"21","RT @ShyChemist: Photoset #7 from the Kamloops, Canada, @WomensMarchCDA. Photos by Tynan Phillips. #WomensMarch2018 #Kamloops #womensmarch #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829518107127811",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allthecdnpoli",1,TRUE,FALSE,NA,NA
"22","Lest we not forget... #WomensMarch2018 #WomensMarch https://t.co/eSOsj7LHYr",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510477717504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloTish",0,FALSE,FALSE,NA,NA
"23","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510100377601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StoicStrength82",802,TRUE,FALSE,NA,NA
"24","RT @MikeHudema: The government may be shut down but the people are moving!

#WomensMarch2018 #WomensMarch #TimesUp https://t.co/912dmkyOCA",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829509106155521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acdcjoanie",234,TRUE,FALSE,NA,NA
"25","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:23,FALSE,NA,"954829483843911680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thekingbash",7,TRUE,FALSE,NA,NA
"26","Omaha! This is a *huge* open space and it's full of people.  #powertothepolls #womensmarch2018 #womensmarch‚Ä¶ https://t.co/3mR3RQaFfD",FALSE,0,NA,2018-01-20 21:35:34,TRUE,NA,"954829782293843968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwingLeftMW",0,FALSE,FALSE,NA,NA
"27","RT @marcellalaluna: Look at the line to march...it's lit Ì†ΩÌ¥• #womensmarch #WomensMarch2018 #SaturdayMorning https://t.co/gmBntD1oYj",FALSE,0,NA,2018-01-20 21:35:33,FALSE,NA,"954829777214488576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MitchellReardon",535,TRUE,FALSE,NA,NA
"28","RT @USseriously: Great turnout for the Central PA Women‚Äôs March at State College, Pennsylvania. #WomensMarch2018 #WomensMarch #GrabEmByTheM‚Ä¶",FALSE,0,NA,2018-01-20 21:35:26,FALSE,NA,"954829749272145921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MoLulkowski",225,TRUE,FALSE,NA,NA
"29","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829744213839878",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","nochance56",358,TRUE,FALSE,NA,NA
"30","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829742456193024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kmfcounseling22",358,TRUE,FALSE,NA,NA
"31","Love these signs at the #WomensMarch in #Omaha today. #WomensMarch2018 #WomensMarchOMA #inspired https://t.co/lyFOP4tzIa",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829741311307778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_Tak_",0,FALSE,FALSE,NA,NA
"32","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829739012907008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heyuwoman",802,TRUE,FALSE,NA,NA
"33","RT @WeinbergLindsay: We got some Harry Potter fans out here @EmmaWatson #WomensMarch2018 #WomensMarchLA #WomensMarch https://t.co/qfXn9TuXpY",FALSE,0,NA,2018-01-20 21:35:20,FALSE,NA,"954829723938455552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmWatsonPT",13,TRUE,FALSE,NA,NA
"34","RT @brentdawes: Women‚Äôs March outside #Trump #tower in #Vancouver right now. #TrumpTower #WomensMarch2018 #WomensMarch Ì†ΩÌ≥∏ @Koomsby https://t‚Ä¶",FALSE,0,NA,2018-01-20 21:35:13,FALSE,NA,"954829694330966019",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","your_neighbors",72,TRUE,FALSE,NA,NA
"35","BEST SIGN from #WomensMarch2018 Ì†ΩÌ±èÌ†ΩÌ∏Ç
#DonaldTrump

#Trump #TrumpShutdown #shutdown2018 #SchumerShutdown #Schumer‚Ä¶ https://t.co/CSIiP8CaFh",FALSE,0,NA,2018-01-20 21:35:12,TRUE,NA,"954829689729835020",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1alexcam",0,FALSE,FALSE,NA,NA
"36","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:02,FALSE,NA,"954829646427652096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gift2USA",358,TRUE,FALSE,NA,NA
"37","RT @AlterNet: #WomensMarch2018 draws huge #AntiTrump crowds as the government shuts down. #governmentshutdown2018 #womensmarch #secondwomen‚Ä¶",FALSE,0,NA,2018-01-20 21:34:58,FALSE,NA,"954829631412039680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlobalNewsTH",11,TRUE,FALSE,NA,NA
"38","RT @SEIU105: Stronger Together. #WomensMarch2018 #womensmarch #trumpshutdown #protecttps #savechip #dreamactnow #livingwage #copolitics #co‚Ä¶",FALSE,0,NA,2018-01-20 21:34:53,FALSE,NA,"954829610738315264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ProgressNowCO",1,TRUE,FALSE,NA,NA
"39","RT @clumsytraveler: GRAB THEM BY THE BALLOT BOX! 

(Thanks @pepperjelly) 

#womensmarch #womensmarchla #womensmarch2018 #PowerToThePolls #T‚Ä¶",FALSE,0,NA,2018-01-20 21:34:51,FALSE,NA,"954829602416943104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuRelle7807",2,TRUE,FALSE,NA,NA
"40","RT @TopRopeTravis: The future is now! 

#WomensMarch2018 #WomensMarch https://t.co/twbIIMDhK5",FALSE,0,NA,2018-01-20 21:34:48,FALSE,NA,"954829587741138947",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","weIshwitchh",16,TRUE,FALSE,NA,NA
"41","RT @Official_BLM: This is AMAZING !

#WomensMarchDC #WomensMarch2018 #WomensMarch #BlackLivesMatter #BlackWomen #Resist #TheResistance #Res‚Ä¶",FALSE,0,NA,2018-01-20 21:34:43,FALSE,NA,"954829567222480897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swmstn2",33,TRUE,FALSE,NA,NA
"42","RT @kgbaker: #WomensMarch2018 #womensmarch #PowerToThePolls #TrumpShutdown #Kentucky #HearOurVote @AlisonForKY @atticascott

Lexington Kent‚Ä¶",FALSE,0,NA,2018-01-20 21:34:41,FALSE,NA,"954829559672791041",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Taylorcoots",29,TRUE,FALSE,NA,NA
"43","Are women trying to be equal or better? #womensmarch #WomensMarch2018 nyc https://t.co/JVM0BxWHfc",FALSE,0,NA,2018-01-20 21:34:35,FALSE,NA,"954829534016176128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NobleWhisperer",0,FALSE,FALSE,NA,NA
"44","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:33,FALSE,NA,"954829525568847872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyaMagdyRR",7,TRUE,FALSE,NA,NA
"45","RT @randomgirlx107: #WomensMarch2018 #WomensMarchDC #WomensMarch #AntiAbortion #SaturdayMorning #SaturdayMotivation #FollowBackResistance #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829519030022144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirp24",25,TRUE,FALSE,NA,NA
"46","RT @ShyChemist: Photoset #7 from the Kamloops, Canada, @WomensMarchCDA. Photos by Tynan Phillips. #WomensMarch2018 #Kamloops #womensmarch #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829518107127811",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allthecdnpoli",1,TRUE,FALSE,NA,NA
"47","Lest we not forget... #WomensMarch2018 #WomensMarch https://t.co/eSOsj7LHYr",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510477717504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloTish",0,FALSE,FALSE,NA,NA
"48","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510100377601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StoicStrength82",802,TRUE,FALSE,NA,NA
"49","RT @MikeHudema: The government may be shut down but the people are moving!

#WomensMarch2018 #WomensMarch #TimesUp https://t.co/912dmkyOCA",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829509106155521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acdcjoanie",234,TRUE,FALSE,NA,NA
"50","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:23,FALSE,NA,"954829483843911680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thekingbash",7,TRUE,FALSE,NA,NA
"51","Omaha! This is a *huge* open space and it's full of people.  #powertothepolls #womensmarch2018 #womensmarch‚Ä¶ https://t.co/3mR3RQaFfD",FALSE,0,NA,2018-01-20 21:35:34,TRUE,NA,"954829782293843968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwingLeftMW",0,FALSE,FALSE,NA,NA
"52","RT @marcellalaluna: Look at the line to march...it's lit Ì†ΩÌ¥• #womensmarch #WomensMarch2018 #SaturdayMorning https://t.co/gmBntD1oYj",FALSE,0,NA,2018-01-20 21:35:33,FALSE,NA,"954829777214488576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MitchellReardon",535,TRUE,FALSE,NA,NA
"53","RT @USseriously: Great turnout for the Central PA Women‚Äôs March at State College, Pennsylvania. #WomensMarch2018 #WomensMarch #GrabEmByTheM‚Ä¶",FALSE,0,NA,2018-01-20 21:35:26,FALSE,NA,"954829749272145921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MoLulkowski",225,TRUE,FALSE,NA,NA
"54","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829744213839878",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","nochance56",358,TRUE,FALSE,NA,NA
"55","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:25,FALSE,NA,"954829742456193024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kmfcounseling22",358,TRUE,FALSE,NA,NA
"56","Love these signs at the #WomensMarch in #Omaha today. #WomensMarch2018 #WomensMarchOMA #inspired https://t.co/lyFOP4tzIa",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829741311307778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_Tak_",0,FALSE,FALSE,NA,NA
"57","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:35:24,FALSE,NA,"954829739012907008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heyuwoman",802,TRUE,FALSE,NA,NA
"58","RT @WeinbergLindsay: We got some Harry Potter fans out here @EmmaWatson #WomensMarch2018 #WomensMarchLA #WomensMarch https://t.co/qfXn9TuXpY",FALSE,0,NA,2018-01-20 21:35:20,FALSE,NA,"954829723938455552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmWatsonPT",13,TRUE,FALSE,NA,NA
"59","RT @brentdawes: Women‚Äôs March outside #Trump #tower in #Vancouver right now. #TrumpTower #WomensMarch2018 #WomensMarch Ì†ΩÌ≥∏ @Koomsby https://t‚Ä¶",FALSE,0,NA,2018-01-20 21:35:13,FALSE,NA,"954829694330966019",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","your_neighbors",72,TRUE,FALSE,NA,NA
"60","BEST SIGN from #WomensMarch2018 Ì†ΩÌ±èÌ†ΩÌ∏Ç
#DonaldTrump

#Trump #TrumpShutdown #shutdown2018 #SchumerShutdown #Schumer‚Ä¶ https://t.co/CSIiP8CaFh",FALSE,0,NA,2018-01-20 21:35:12,TRUE,NA,"954829689729835020",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1alexcam",0,FALSE,FALSE,NA,NA
"61","RT @Lilatron22: 2 BIG MOODS ‚ôÄ
#womensmarch #womensmarch2018 https://t.co/lqghHfbDoL",FALSE,0,NA,2018-01-20 21:35:02,FALSE,NA,"954829646427652096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gift2USA",358,TRUE,FALSE,NA,NA
"62","RT @AlterNet: #WomensMarch2018 draws huge #AntiTrump crowds as the government shuts down. #governmentshutdown2018 #womensmarch #secondwomen‚Ä¶",FALSE,0,NA,2018-01-20 21:34:58,FALSE,NA,"954829631412039680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlobalNewsTH",11,TRUE,FALSE,NA,NA
"63","RT @SEIU105: Stronger Together. #WomensMarch2018 #womensmarch #trumpshutdown #protecttps #savechip #dreamactnow #livingwage #copolitics #co‚Ä¶",FALSE,0,NA,2018-01-20 21:34:53,FALSE,NA,"954829610738315264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ProgressNowCO",1,TRUE,FALSE,NA,NA
"64","RT @clumsytraveler: GRAB THEM BY THE BALLOT BOX! 

(Thanks @pepperjelly) 

#womensmarch #womensmarchla #womensmarch2018 #PowerToThePolls #T‚Ä¶",FALSE,0,NA,2018-01-20 21:34:51,FALSE,NA,"954829602416943104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuRelle7807",2,TRUE,FALSE,NA,NA
"65","RT @TopRopeTravis: The future is now! 

#WomensMarch2018 #WomensMarch https://t.co/twbIIMDhK5",FALSE,0,NA,2018-01-20 21:34:48,FALSE,NA,"954829587741138947",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","weIshwitchh",16,TRUE,FALSE,NA,NA
"66","RT @Official_BLM: This is AMAZING !

#WomensMarchDC #WomensMarch2018 #WomensMarch #BlackLivesMatter #BlackWomen #Resist #TheResistance #Res‚Ä¶",FALSE,0,NA,2018-01-20 21:34:43,FALSE,NA,"954829567222480897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swmstn2",33,TRUE,FALSE,NA,NA
"67","RT @kgbaker: #WomensMarch2018 #womensmarch #PowerToThePolls #TrumpShutdown #Kentucky #HearOurVote @AlisonForKY @atticascott

Lexington Kent‚Ä¶",FALSE,0,NA,2018-01-20 21:34:41,FALSE,NA,"954829559672791041",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Taylorcoots",29,TRUE,FALSE,NA,NA
"68","Are women trying to be equal or better? #womensmarch #WomensMarch2018 nyc https://t.co/JVM0BxWHfc",FALSE,0,NA,2018-01-20 21:34:35,FALSE,NA,"954829534016176128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NobleWhisperer",0,FALSE,FALSE,NA,NA
"69","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:33,FALSE,NA,"954829525568847872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyaMagdyRR",7,TRUE,FALSE,NA,NA
"70","RT @randomgirlx107: #WomensMarch2018 #WomensMarchDC #WomensMarch #AntiAbortion #SaturdayMorning #SaturdayMotivation #FollowBackResistance #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829519030022144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirp24",25,TRUE,FALSE,NA,NA
"71","RT @ShyChemist: Photoset #7 from the Kamloops, Canada, @WomensMarchCDA. Photos by Tynan Phillips. #WomensMarch2018 #Kamloops #womensmarch #‚Ä¶",FALSE,0,NA,2018-01-20 21:34:31,FALSE,NA,"954829518107127811",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allthecdnpoli",1,TRUE,FALSE,NA,NA
"72","Lest we not forget... #WomensMarch2018 #WomensMarch https://t.co/eSOsj7LHYr",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510477717504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HelloTish",0,FALSE,FALSE,NA,NA
"73","RT @PoliticalShort: #WomensMarch2018, remember who they are ‚Äúmarching‚Äù for as the #WomensMarch celebrates those like cop killing terrorist‚Ä¶",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829510100377601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StoicStrength82",802,TRUE,FALSE,NA,NA
"74","RT @MikeHudema: The government may be shut down but the people are moving!

#WomensMarch2018 #WomensMarch #TimesUp https://t.co/912dmkyOCA",FALSE,0,NA,2018-01-20 21:34:29,FALSE,NA,"954829509106155521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acdcjoanie",234,TRUE,FALSE,NA,NA
"75","RT @XIBash: If you underestimate the power of women, it‚Äôs time to think again. #WomensMarch #WomensMarch2018",FALSE,0,NA,2018-01-20 21:34:23,FALSE,NA,"954829483843911680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thekingbash",7,TRUE,FALSE,NA,NA
"76","Omaha! This is a *huge* open space and it's full of people.  #powertothepolls #womensmarch2018 #womensmarch‚Ä¶ https://t.co/3mR3RQaFfD",FALSE,0,NA,2018-01-20 21:35:34,TRUE,NA,"954829782293843968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwingLeftMW",0,FALSE,FALSE,NA,NA
